# G2201450.mdx  size=5,409,214 B  records=87301
0x0000084e	Body Control Module
0x002f7b7f	AWAKE to CAN SLEEP Network Sleep Inhibitors 38
0x002f7bdc	did_d036_subfield_35_data_def_enum_1
0x002f7c10	did_d036_subfield_35_data_def_enum_2
0x002f7c43	did_d036_subfield_35_data_def
0x002f7c6f	did_D036_subfield_35
0x002f7c85	AWAKE to CAN SLEEP Network Sleep Inhibitors 37
0x002f7ce2	did_d036_subfield_36_data_def_enum_1
0x002f7d16	did_d036_subfield_36_data_def_enum_2
0x002f7d49	did_d036_subfield_36_data_def
0x002f7d75	did_D036_subfield_36
0x002f7d8b	AWAKE to CAN SLEEP Network Sleep Inhibitors 36
0x002f7de8	did_d036_subfield_37_data_def_enum_1
0x002f7e1c	did_d036_subfield_37_data_def_enum_2
0x002f7e4f	did_d036_subfield_37_data_def
0x002f7e7b	did_D036_subfield_37
0x002f7e91	AWAKE to CAN SLEEP Network Sleep Inhibitors 35
0x002f7eee	did_d036_subfield_38_data_def_enum_1
0x002f7f22	did_d036_subfield_38_data_def_enum_2
0x002f7f55	did_d036_subfield_38_data_def
0x002f7f81	did_D036_subfield_38
0x002f7f97	AWAKE to CAN SLEEP Network Sleep Inhibitors 34
0x002f7ff4	did_d036_subfield_39_data_def_enum_1
0x002f8028	did_d036_subfield_39_data_def_enum_2
0x002f805b	did_d036_subfield_39_data_def
0x002f8087	did_D036_subfield_39
0x002f809d	AWAKE to CAN SLEEP Network Sleep Inhibitors 33
0x002f80fa	did_d036_subfield_40_data_def_enum_1
0x002f812e	did_d036_subfield_40_data_def_enum_2
0x002f8161	did_d036_subfield_40_data_def
0x002f818d	did_D036_subfield_40
0x002f81a3	AWAKE to CAN SLEEP Network Sleep Inhibitors 32
0x002f8200	did_d036_subfield_41_data_def_enum_1
0x002f8234	did_d036_subfield_41_data_def_enum_2
0x002f8267	did_d036_subfield_41_data_def
0x002f8293	did_D036_subfield_41
0x002f82a9	AWAKE to CAN SLEEP Network Sleep Inhibitors 47
0x002f8306	did_d036_subfield_42_data_def_enum_1
0x002f833a	did_d036_subfield_42_data_def_enum_2
0x002f836d	did_d036_subfield_42_data_def
0x002f8399	did_D036_subfield_42
0x002f83af	AWAKE to CAN SLEEP Network Sleep Inhibitors 46
0x002f840c	did_d036_subfield_43_data_def_enum_1
0x002f8440	did_d036_subfield_43_data_def_enum_2
0x002f8473	did_d036_subfield_43_data_def
0x002f849f	did_D036_subfield_43
0x002f84b5	AWAKE to CAN SLEEP Network Sleep Inhibitors 45
0x002f8512	did_d036_subfield_44_data_def_enum_1
0x002f8546	did_d036_subfield_44_data_def_enum_2
0x002f8579	did_d036_subfield_44_data_def
0x002f85a5	did_D036_subfield_44
0x002f85bb	AWAKE to CAN SLEEP Network Sleep Inhibitors 44
0x002f8618	did_d036_subfield_45_data_def_enum_1
0x002f864c	did_d036_subfield_45_data_def_enum_2
0x002f867f	did_d036_subfield_45_data_def
0x002f86ab	did_D036_subfield_45
0x002f86c1	AWAKE to CAN SLEEP Network Sleep Inhibitors 43
0x002f871e	did_d036_subfield_46_data_def_enum_1
0x002f8752	did_d036_subfield_46_data_def_enum_2
0x002f8785	did_d036_subfield_46_data_def
0x002f87b1	did_D036_subfield_46
0x002f87c7	AWAKE to CAN SLEEP Network Sleep Inhibitors 42
0x002f8824	did_d036_subfield_47_data_def_enum_1
0x002f8858	did_d036_subfield_47_data_def_enum_2
0x002f888b	did_d036_subfield_47_data_def
0x002f88b7	did_D036_subfield_47
0x002f88cd	AWAKE to CAN SLEEP Network Sleep Inhibitors 41
0x002f892a	did_d036_subfield_48_data_def_enum_1
0x002f895e	did_d036_subfield_48_data_def_enum_2
0x002f8991	did_d036_subfield_48_data_def
0x002f89bd	did_D036_subfield_48
0x002f89d3	AWAKE to CAN SLEEP Network Sleep Inhibitors 40
0x002f8a30	did_d036_subfield_49_data_def_enum_1
0x002f8a64	did_d036_subfield_49_data_def_enum_2
0x002f8a97	did_d036_subfield_49_data_def
0x002f8ac3	did_D036_subfield_49
0x002f8ad9	AWAKE to CAN SLEEP Network Sleep Inhibitors 55
0x002f8b36	did_d036_subfield_50_data_def_enum_1
0x002f8b6a	did_d036_subfield_50_data_def_enum_2
0x002f8b9d	did_d036_subfield_50_data_def
0x002f8bc9	did_D036_subfield_50
0x002f8bdf	AWAKE to CAN SLEEP Network Sleep Inhibitors 54
0x002f8c3c	did_d036_subfield_51_data_def_enum_1
0x002f8c70	did_d036_subfield_51_data_def_enum_2
0x002f8ca3	did_d036_subfield_51_data_def
0x002f8ccf	did_D036_subfield_51
0x002f8ce5	AWAKE to CAN SLEEP Network Sleep Inhibitors 53
0x002f8d42	did_d036_subfield_52_data_def_enum_1
0x002f8d76	did_d036_subfield_52_data_def_enum_2
0x002f8da9	did_d036_subfield_52_data_def
0x002f8dd5	did_D036_subfield_52
0x002f8deb	AWAKE to CAN SLEEP Network Sleep Inhibitors 52
0x002f8e48	did_d036_subfield_53_data_def_enum_1
0x002f8e7c	did_d036_subfield_53_data_def_enum_2
0x002f8eaf	did_d036_subfield_53_data_def
0x002f8edb	did_D036_subfield_53
0x002f8ef1	AWAKE to CAN SLEEP Network Sleep Inhibitors 51
0x002f8f4e	did_d036_subfield_54_data_def_enum_1
0x002f8f82	did_d036_subfield_54_data_def_enum_2
0x002f8fb5	did_d036_subfield_54_data_def
0x002f8fe1	did_D036_subfield_54
0x002f8ff7	AWAKE to CAN SLEEP Network Sleep Inhibitors 50
0x002f9054	did_d036_subfield_55_data_def_enum_1
0x002f9088	did_d036_subfield_55_data_def_enum_2
0x002f90bb	did_d036_subfield_55_data_def
0x002f90e7	did_D036_subfield_55
0x002f90fd	AWAKE to CAN SLEEP Network Sleep Inhibitors 49
0x002f915a	did_d036_subfield_56_data_def_enum_1
0x002f918e	did_d036_subfield_56_data_def_enum_2
0x002f91c1	did_d036_subfield_56_data_def
0x002f91ed	did_D036_subfield_56
0x002f9203	AWAKE to CAN SLEEP Network Sleep Inhibitors 48
0x002f9260	did_d036_subfield_57_data_def_enum_1
0x002f9294	did_d036_subfield_57_data_def_enum_2
0x002f92c7	did_d036_subfield_57_data_def
0x002f92f3	did_D036_subfield_57
0x002f9309	AWAKE to CAN SLEEP Network Sleep Inhibitors 63
0x002f9366	did_d036_subfield_58_data_def_enum_1
0x002f939a	did_d036_subfield_58_data_def_enum_2
0x002f93cd	did_d036_subfield_58_data_def
0x002f93f9	did_D036_subfield_58
0x002f940f	AWAKE to CAN SLEEP Network Sleep Inhibitors 62
0x002f946c	did_d036_subfield_59_data_def_enum_1
0x002f94a0	did_d036_subfield_59_data_def_enum_2
0x002f94d3	did_d036_subfield_59_data_def
0x002f94ff	did_D036_subfield_59
0x002f9515	AWAKE to CAN SLEEP Network Sleep Inhibitors 61
0x002f9572	did_d036_subfield_60_data_def_enum_1
0x002f95a6	did_d036_subfield_60_data_def_enum_2
0x002f95d9	did_d036_subfield_60_data_def
0x002f9605	did_D036_subfield_60
0x002f961b	AWAKE to CAN SLEEP Network Sleep Inhibitors 60
0x002f9678	did_d036_subfield_61_data_def_enum_1
0x002f96ac	did_d036_subfield_61_data_def_enum_2
0x002f96df	did_d036_subfield_61_data_def
0x002f970b	did_D036_subfield_61
0x002f9721	AWAKE to CAN SLEEP Network Sleep Inhibitors 59
0x002f977e	did_d036_subfield_62_data_def_enum_1
0x002f97b2	did_d036_subfield_62_data_def_enum_2
0x002f97e5	did_d036_subfield_62_data_def
0x002f9811	did_D036_subfield_62
0x002f9827	AWAKE to CAN SLEEP Network Sleep Inhibitors 58
0x002f9884	did_d036_subfield_63_data_def_enum_1
0x002f98b8	did_d036_subfield_63_data_def_enum_2
0x002f98eb	did_d036_subfield_63_data_def
0x002f9917	did_D036_subfield_63
0x002f992d	AWAKE to CAN SLEEP Network Sleep Inhibitors 57
0x002f998a	did_d036_subfield_64_data_def_enum_1
0x002f99be	did_d036_subfield_64_data_def_enum_2
0x002f99f1	did_d036_subfield_64_data_def
0x002f9a1d	did_D036_subfield_64
0x002f9a33	AWAKE to CAN SLEEP Network Sleep Inhibitors 56
0x002f9a90	did_d036_subfield_65_data_def_enum_1
0x002f9ac4	did_d036_subfield_65_data_def_enum_2
0x002f9af7	did_d036_subfield_65_data_def
0x002f9b23	did_D036_subfield_65
0x002f9b39	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 7
0x002f9b9d	did_d036_subfield_66_data_def_enum_1
0x002f9bd1	did_d036_subfield_66_data_def_enum_2
0x002f9c04	did_d036_subfield_66_data_def
0x002f9c30	did_D036_subfield_66
0x002f9c46	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 6
0x002f9caa	did_d036_subfield_67_data_def_enum_1
0x002f9cde	did_d036_subfield_67_data_def_enum_2
0x002f9d11	did_d036_subfield_67_data_def
0x002f9d3d	did_D036_subfield_67
0x002f9d53	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 5
0x002f9db7	did_d036_subfield_68_data_def_enum_1
0x002f9deb	did_d036_subfield_68_data_def_enum_2
0x002f9e1e	did_d036_subfield_68_data_def
0x002f9e4a	did_D036_subfield_68
0x002f9e60	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 4
0x002f9ec4	did_d036_subfield_69_data_def_enum_1
0x002f9ef8	did_d036_subfield_69_data_def_enum_2
0x002f9f2b	did_d036_subfield_69_data_def
0x002f9f57	did_D036_subfield_69
0x002f9f6d	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 3
0x002f9fd1	did_d036_subfield_70_data_def_enum_1
0x002fa005	did_d036_subfield_70_data_def_enum_2
0x002fa038	did_d036_subfield_70_data_def
0x002fa064	did_D036_subfield_70
0x002fa07a	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 2
0x002fa0de	did_d036_subfield_71_data_def_enum_1
0x002fa112	did_d036_subfield_71_data_def_enum_2
0x002fa145	did_d036_subfield_71_data_def
0x002fa171	did_D036_subfield_71
0x002fa187	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 1
0x002fa1eb	did_d036_subfield_72_data_def_enum_1
0x002fa21f	did_d036_subfield_72_data_def_enum_2
0x002fa252	did_d036_subfield_72_data_def
0x002fa27e	did_D036_subfield_72
0x002fa294	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 0
0x002fa2f8	did_d036_subfield_73_data_def_enum_1
0x002fa32c	did_d036_subfield_73_data_def_enum_2
0x002fa35f	did_d036_subfield_73_data_def
0x002fa38b	did_D036_subfield_73
0x002fa3a1	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 15
0x002fa406	did_d036_subfield_74_data_def_enum_1
0x002fa43a	did_d036_subfield_74_data_def_enum_2
0x002fa46d	did_d036_subfield_74_data_def
0x002fa499	did_D036_subfield_74
0x002fa4af	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 14
0x002fa514	did_d036_subfield_75_data_def_enum_1
0x002fa548	did_d036_subfield_75_data_def_enum_2
0x002fa57b	did_d036_subfield_75_data_def
0x002fa5a7	did_D036_subfield_75
0x002fa5bd	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 13
0x002fa622	did_d036_subfield_76_data_def_enum_1
0x002fa656	did_d036_subfield_76_data_def_enum_2
0x002fa689	did_d036_subfield_76_data_def
0x002fa6b5	did_D036_subfield_76
0x002fa6cb	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 12
0x002fa730	did_d036_subfield_77_data_def_enum_1
0x002fa764	did_d036_subfield_77_data_def_enum_2
0x002fa797	did_d036_subfield_77_data_def
0x002fa7c3	did_D036_subfield_77
0x002fa7d9	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 11
0x002fa83e	did_d036_subfield_78_data_def_enum_1
0x002fa872	did_d036_subfield_78_data_def_enum_2
0x002fa8a5	did_d036_subfield_78_data_def
0x002fa8d1	did_D036_subfield_78
0x002fa8e7	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 10
0x002fa94c	did_d036_subfield_79_data_def_enum_1
0x002fa980	did_d036_subfield_79_data_def_enum_2
0x002fa9b3	did_d036_subfield_79_data_def
0x002fa9df	did_D036_subfield_79
0x002fa9f5	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 9
0x002faa59	did_d036_subfield_80_data_def_enum_1
0x002faa8d	did_d036_subfield_80_data_def_enum_2
0x002faac0	did_d036_subfield_80_data_def
0x002faaec	did_D036_subfield_80
0x002fab02	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 8
0x002fab66	did_d036_subfield_81_data_def_enum_1
0x002fab9a	did_d036_subfield_81_data_def_enum_2
0x002fabcd	did_d036_subfield_81_data_def
0x002fabf9	did_D036_subfield_81
0x002fac0f	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 23
0x002fac74	did_d036_subfield_82_data_def_enum_1
0x002faca8	did_d036_subfield_82_data_def_enum_2
0x002facdb	did_d036_subfield_82_data_def
0x002fad07	did_D036_subfield_82
0x002fad1d	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 22
0x002fad82	did_d036_subfield_83_data_def_enum_1
0x002fadb6	did_d036_subfield_83_data_def_enum_2
0x002fade9	did_d036_subfield_83_data_def
0x002fae15	did_D036_subfield_83
0x002fae2b	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 21
0x002fae90	did_d036_subfield_84_data_def_enum_1
0x002faec4	did_d036_subfield_84_data_def_enum_2
0x002faef7	did_d036_subfield_84_data_def
0x002faf23	did_D036_subfield_84
0x002faf39	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 20
0x002faf9e	did_d036_subfield_85_data_def_enum_1
0x002fafd2	did_d036_subfield_85_data_def_enum_2
0x002fb005	did_d036_subfield_85_data_def
0x002fb031	did_D036_subfield_85
0x002fb047	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 19
0x002fb0ac	did_d036_subfield_86_data_def_enum_1
0x002fb0e0	did_d036_subfield_86_data_def_enum_2
0x002fb113	did_d036_subfield_86_data_def
0x002fb13f	did_D036_subfield_86
0x002fb155	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 18
0x002fb1ba	did_d036_subfield_87_data_def_enum_1
0x002fb1ee	did_d036_subfield_87_data_def_enum_2
0x002fb221	did_d036_subfield_87_data_def
0x002fb24d	did_D036_subfield_87
0x002fb263	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 17
0x002fb2c8	did_d036_subfield_88_data_def_enum_1
0x002fb2fc	did_d036_subfield_88_data_def_enum_2
0x002fb32f	did_d036_subfield_88_data_def
0x002fb35b	did_D036_subfield_88
0x002fb371	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 16
0x002fb3d6	did_d036_subfield_89_data_def_enum_1
0x002fb40a	did_d036_subfield_89_data_def_enum_2
0x002fb43d	did_d036_subfield_89_data_def
0x002fb469	did_D036_subfield_89
0x002fb47f	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 31
0x002fb4e4	did_d036_subfield_90_data_def_enum_1
0x002fb518	did_d036_subfield_90_data_def_enum_2
0x002fb54b	did_d036_subfield_90_data_def
0x002fb577	did_D036_subfield_90
0x002fb58d	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 30
0x002fb5f2	did_d036_subfield_91_data_def_enum_1
0x002fb626	did_d036_subfield_91_data_def_enum_2
0x002fb659	did_d036_subfield_91_data_def
0x002fb685	did_D036_subfield_91
0x002fb69b	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 29
0x002fb700	did_d036_subfield_92_data_def_enum_1
0x002fb734	did_d036_subfield_92_data_def_enum_2
0x002fb767	did_d036_subfield_92_data_def
0x002fb793	did_D036_subfield_92
0x002fb7a9	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 28
0x002fb80e	did_d036_subfield_93_data_def_enum_1
0x002fb842	did_d036_subfield_93_data_def_enum_2
0x002fb875	did_d036_subfield_93_data_def
0x002fb8a1	did_D036_subfield_93
0x002fb8b7	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 27
0x002fb91c	did_d036_subfield_94_data_def_enum_1
0x002fb950	did_d036_subfield_94_data_def_enum_2
0x002fb983	did_d036_subfield_94_data_def
0x002fb9af	did_D036_subfield_94
0x002fb9c5	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 26
0x002fba2a	did_d036_subfield_95_data_def_enum_1
0x002fba5e	did_d036_subfield_95_data_def_enum_2
0x002fba91	did_d036_subfield_95_data_def
0x002fbabd	did_D036_subfield_95
0x002fbad3	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 25
0x002fbb38	did_d036_subfield_96_data_def_enum_1
0x002fbb6c	did_d036_subfield_96_data_def_enum_2
0x002fbb9f	did_d036_subfield_96_data_def
0x002fbbcb	did_D036_subfield_96
0x002fbbe1	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 24
0x002fbc46	did_d036_subfield_97_data_def_enum_1
0x002fbc7a	did_d036_subfield_97_data_def_enum_2
0x002fbcad	did_d036_subfield_97_data_def
0x002fbcd9	did_D036_subfield_97
0x002fbcef	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 39
0x002fbd54	did_d036_subfield_98_data_def_enum_1
0x002fbd88	did_d036_subfield_98_data_def_enum_2
0x002fbdbb	did_d036_subfield_98_data_def
0x002fbde7	did_D036_subfield_98
0x002fbdfd	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 38
0x002fbe62	did_d036_subfield_99_data_def_enum_1
0x002fbe96	did_d036_subfield_99_data_def_enum_2
0x002fbec9	did_d036_subfield_99_data_def
0x002fbef5	did_D036_subfield_99
0x002fbf0b	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 37
0x002fbf70	did_d036_subfield_100_data_def_enum_1
0x002fbfa5	did_d036_subfield_100_data_def_enum_2
0x002fbfd9	did_d036_subfield_100_data_def
0x002fc006	did_D036_subfield_100
0x002fc01d	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 36
0x002fc082	did_d036_subfield_101_data_def_enum_1
0x002fc0b7	did_d036_subfield_101_data_def_enum_2
0x002fc0eb	did_d036_subfield_101_data_def
0x002fc118	did_D036_subfield_101
0x002fc12f	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 35
0x002fc194	did_d036_subfield_102_data_def_enum_1
0x002fc1c9	did_d036_subfield_102_data_def_enum_2
0x002fc1fd	did_d036_subfield_102_data_def
0x002fc22a	did_D036_subfield_102
0x002fc241	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 34
0x002fc2a6	did_d036_subfield_103_data_def_enum_1
0x002fc2db	did_d036_subfield_103_data_def_enum_2
0x002fc30f	did_d036_subfield_103_data_def
0x002fc33c	did_D036_subfield_103
0x002fc353	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 33
0x002fc3b8	did_d036_subfield_104_data_def_enum_1
0x002fc3ed	did_d036_subfield_104_data_def_enum_2
0x002fc421	did_d036_subfield_104_data_def
0x002fc44e	did_D036_subfield_104
0x002fc465	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 32
0x002fc4ca	did_d036_subfield_105_data_def_enum_1
0x002fc4ff	did_d036_subfield_105_data_def_enum_2
0x002fc533	did_d036_subfield_105_data_def
0x002fc560	did_D036_subfield_105
0x002fc577	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 47
0x002fc5dc	did_d036_subfield_106_data_def_enum_1
0x002fc611	did_d036_subfield_106_data_def_enum_2
0x002fc645	did_d036_subfield_106_data_def
0x002fc672	did_D036_subfield_106
0x002fc689	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 46
0x002fc6ee	did_d036_subfield_107_data_def_enum_1
0x002fc723	did_d036_subfield_107_data_def_enum_2
0x002fc757	did_d036_subfield_107_data_def
0x002fc784	did_D036_subfield_107
0x002fc79b	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 45
0x002fc800	did_d036_subfield_108_data_def_enum_1
0x002fc835	did_d036_subfield_108_data_def_enum_2
0x002fc869	did_d036_subfield_108_data_def
0x002fc896	did_D036_subfield_108
0x002fc8ad	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 44
0x002fc912	did_d036_subfield_109_data_def_enum_1
0x002fc947	did_d036_subfield_109_data_def_enum_2
0x002fc97b	did_d036_subfield_109_data_def
0x002fc9a8	did_D036_subfield_109
0x002fc9bf	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 43
0x002fca24	did_d036_subfield_110_data_def_enum_1
0x002fca59	did_d036_subfield_110_data_def_enum_2
0x002fca8d	did_d036_subfield_110_data_def
0x002fcaba	did_D036_subfield_110
0x002fcad1	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 42
0x002fcb36	did_d036_subfield_111_data_def_enum_1
0x002fcb6b	did_d036_subfield_111_data_def_enum_2
0x002fcb9f	did_d036_subfield_111_data_def
0x002fcbcc	did_D036_subfield_111
0x002fcbe3	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 41
0x002fcc48	did_d036_subfield_112_data_def_enum_1
0x002fcc7d	did_d036_subfield_112_data_def_enum_2
0x002fccb1	did_d036_subfield_112_data_def
0x002fccde	did_D036_subfield_112
0x002fccf5	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 40
0x002fcd5a	did_d036_subfield_113_data_def_enum_1
0x002fcd8f	did_d036_subfield_113_data_def_enum_2
0x002fcdc3	did_d036_subfield_113_data_def
0x002fcdf0	did_D036_subfield_113
0x002fce07	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 55
0x002fce6c	did_d036_subfield_114_data_def_enum_1
0x002fcea1	did_d036_subfield_114_data_def_enum_2
0x002fced5	did_d036_subfield_114_data_def
0x002fcf02	did_D036_subfield_114
0x002fcf19	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 54
0x002fcf7e	did_d036_subfield_115_data_def_enum_1
0x002fcfb3	did_d036_subfield_115_data_def_enum_2
0x002fcfe7	did_d036_subfield_115_data_def
0x002fd014	did_D036_subfield_115
0x002fd02b	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 53
0x002fd090	did_d036_subfield_116_data_def_enum_1
0x002fd0c5	did_d036_subfield_116_data_def_enum_2
0x002fd0f9	did_d036_subfield_116_data_def
0x002fd126	did_D036_subfield_116
0x002fd13d	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 52
0x002fd1a2	did_d036_subfield_117_data_def_enum_1
0x002fd1d7	did_d036_subfield_117_data_def_enum_2
0x002fd20b	did_d036_subfield_117_data_def
0x002fd238	did_D036_subfield_117
0x002fd24f	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 51
0x002fd2b4	did_d036_subfield_118_data_def_enum_1
0x002fd2e9	did_d036_subfield_118_data_def_enum_2
0x002fd31d	did_d036_subfield_118_data_def
0x002fd34a	did_D036_subfield_118
0x002fd361	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 50
0x002fd3c6	did_d036_subfield_119_data_def_enum_1
0x002fd3fb	did_d036_subfield_119_data_def_enum_2
0x002fd42f	did_d036_subfield_119_data_def
0x002fd45c	did_D036_subfield_119
0x002fd473	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 49
0x002fd4d8	did_d036_subfield_120_data_def_enum_1
0x002fd50d	did_d036_subfield_120_data_def_enum_2
0x002fd541	did_d036_subfield_120_data_def
0x002fd56e	did_D036_subfield_120
0x002fd585	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 48
0x002fd5ea	did_d036_subfield_121_data_def_enum_1
0x002fd61f	did_d036_subfield_121_data_def_enum_2
0x002fd653	did_d036_subfield_121_data_def
0x002fd680	did_D036_subfield_121
0x002fd697	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 63
0x002fd6fc	did_d036_subfield_122_data_def_enum_1
0x002fd731	did_d036_subfield_122_data_def_enum_2
0x002fd765	did_d036_subfield_122_data_def
0x002fd792	did_D036_subfield_122
0x002fd7a9	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 62
0x002fd80e	did_d036_subfield_123_data_def_enum_1
0x002fd843	did_d036_subfield_123_data_def_enum_2
0x002fd877	did_d036_subfield_123_data_def
0x002fd8a4	did_D036_subfield_123
0x002fd8bb	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 61
0x002fd920	did_d036_subfield_124_data_def_enum_1
0x002fd955	did_d036_subfield_124_data_def_enum_2
0x002fd989	did_d036_subfield_124_data_def
0x002fd9b6	did_D036_subfield_124
0x002fd9cd	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 60
0x002fda32	did_d036_subfield_125_data_def_enum_1
0x002fda67	did_d036_subfield_125_data_def_enum_2
0x002fda9b	did_d036_subfield_125_data_def
0x002fdac8	did_D036_subfield_125
0x002fdadf	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 59
0x002fdb44	did_d036_subfield_126_data_def_enum_1
0x002fdb79	did_d036_subfield_126_data_def_enum_2
0x002fdbad	did_d036_subfield_126_data_def
0x002fdbda	did_D036_subfield_126
0x002fdbf1	CAN SLEEP to PERIPS ACTIVE Network Sleep Inhibitors 58
0x002fdc56	did_d036_subfield_127_data_def_enum_1
0x002fdc8b	did_d036_subfield_127_data_def_enum_2
